"UniqueKey","DateSurvey","UniqueCode","Consent","PreviousDC","PreviousBassCoastDC","Female","Male","Nonbinary","Trans","Gender_Unknown","Belief_MDMA_a","Belief_MDA_a","Belief_Ketamine_a","Belief_Cocaine_a","Belief_Methamphetamine_a","Belief_LSD_a","Belief_Unknown_a","Belief_Other_a","Belief_Other_detail_a","Type_Powder_s1","Type_Crystal_s1","Type_Blotter_s1","Type_PressTab_s1","Type_Liquid_s1","Type_Gummy_s1","Type_Other_s1","Type_Other_detail_s1","Type_Colour_s1","Testing_Self","Testing_Friends","Testing_Friends_num","Testing_Clients","Testing_Other","Testing_Other_detail","Obtained","Benzos_results","Benzo_Comments","LSD_result","Colorimetric_Comments","Ehrlich_result","FTS_results","FTS_Comments","FTIR_completion","FTIR_initials","FTIR_result_a1","FTIR_result_a2","FTIR_result_a3","FTIR_result_a4","FTIR_result_7_detail1","FTIR_result_7_detail2","FTIR_result_7_detail3","FTIR_result_7_detail4","FTIR_Comment","Surprised1","Surprised_detail","Satisfaction","Improvement","Intention_Nochange_a","Intention_More_a","Intention_Less_a","Intention_Dispose_a","Intention_Friend_a","Intention_Change_a","Intention_Naloxone_a","Intention_Other_a","Intention_Other_detail_a","Discarded","Initials","Final_comments","FTIR_result_MDMA_a1","FTIR_result_MDA_a1","FTIR_result_Ketamine_a1","FTIR_result_Cocaine_a1","FTIR_result_Methamphetamine_a1","FTIR_result_LSD_a1","FTIR_result_Unknown_a1","FTIR_result_Other_a1","match","Gender","count_substance","combinations","Intention_count","Intention_group","Behaviour_change","Type_count","Type","FTIR_result_MDMA_2","FTIR_result_MDA_2","FTIR_result_Ketamine_2","FTIR_result_Methamphetamine_2","FTIR_result_LSD_2","FTIR_result_Unknown_2","FTIR_result_Other_2","FTIR_result_Cocaine_2","match2","combo_name","cluster","match3","cluster1","mcluster","Intention","count_blf_substance","combinations_belief","combo_name_belief"
75,2019-07-13,4820,0,"1",NA,0,1,1,1,1,0,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"brownish",0,0,1,1,1,NA,"Offsite",3,"-",3,"JD -Ehrlich results not filled out",NA,1,"-",0,"IG",1,NA,NA,NA,NA,NA,NA,NA,"very flat residual","0","was expecting more buffer",0,NA,1,1,1,1,0,0,1,1,NA,"1","HD","-",0,1,1,1,1,1,1,1,"Match","Female",1,"0, 1, 1, 1, 1, 1, 1, 1",2,"Harm Reduction","Behaviour Change",1,"Powder",0,1,1,1,1,1,1,1,"Match","MDMA",7,"Match",8,2,"Change in Consumption",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
110,2019-07-12,4821,0,"1",NA,1,1,1,1,0,0,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,0,3,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"SB",1,NA,NA,NA,NA,NA,NA,NA,"no cut detected","1","-",0,"chairs and candy for service users",0,1,1,1,1,1,1,1,NA,"1","SB","-",0,1,1,1,1,1,1,1,"Match","Unknown",1,"0, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Powder",0,1,1,1,1,1,1,1,"Match","MDMA",8,"Match",4,1,"No Change",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
282,2019-07-12,4822,0,"1",NA,1,0,1,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,0,2,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"JE",3,8,NA,NA,NA,NA,NA,NA,"component #2: uncertain match, possible sucrose; approximately 70% k","1","mroe pure",0,"-",0,1,1,1,0,1,1,1,NA,NA,"ST","client's friend said looked weird; ek: discard question not recorded on paper form",1,1,0,1,1,1,0,1,"No Match","Male",2,"1, 1, 0, 1, 1, 1, 0, 1",2,"Harm Reduction","No Change",1,"Powder",1,1,0,1,1,1,1,1,"Match","Ketamine, Other",6,"Match",1,7,"Friend",1,"1, 1, 0, 1, 1, 1, 1, 1","Ketamine"
109,2019-07-12,4823,0,"1",NA,1,1,1,1,0,0,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,"brown",0,0,3,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",NA,"SB",1,NA,NA,NA,NA,NA,NA,NA,"-","0","expected a cut",0,"more chairs for service users",0,1,1,1,1,1,1,1,NA,"1","SB","JD-type of substnce being tested not filled out",0,1,1,1,1,1,1,1,"Match","Unknown",1,"0, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",0,"Other",0,1,1,1,1,1,1,1,"Match","MDMA",3,"Match",4,2,"No Change",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
298,2019-07-12,4824,0,"1",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,1,NA,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"KB",1,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",1,0,1,1,1,1,1,1,NA,"1","KB","-",0,1,1,1,1,1,1,1,"Match","Male",1,"0, 1, 1, 1, 1, 1, 1, 1",1,"No Change","Behaviour Change",1,"Powder",0,1,1,1,1,1,1,1,"Match","MDMA",6,"Match",1,9,"Take More",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
297,2019-07-12,4825,0,"1",NA,1,0,1,1,1,1,1,1,0,1,1,1,1,NA,1,0,1,1,1,1,1,NA,"white",0,1,NA,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"KB",4,NA,NA,NA,NA,NA,NA,NA,"-","0","-",0,"-",1,0,1,1,1,1,1,1,NA,"1","KB","-",1,1,1,0,1,1,1,1,"Match","Male",1,"1, 1, 1, 0, 1, 1, 1, 1",1,"No Change","Behaviour Change",1,"Crystal",1,1,1,1,1,1,1,0,"Match","Cocaine",6,"Match",1,9,"Take More",1,"1, 1, 1, 0, 1, 1, 1, 1","Cocaine"
113,2019-07-12,4826,0,"1",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,0,1,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"SB",1,NA,NA,NA,NA,NA,NA,NA,"no cut detected","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","SB","-",0,1,1,1,1,1,1,1,"Match","Male",1,"0, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Powder",0,1,1,1,1,1,1,1,"Match","MDMA",3,"Match",3,3,"No Change",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
112,2019-07-12,4827,0,"1",NA,1,0,1,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"clear",1,0,1,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"SB",3,NA,NA,NA,NA,NA,NA,NA,"no cut detected","1","-",0,"-",1,1,1,1,1,1,1,0,"for a friend","1","SB","-",1,1,0,1,1,1,1,1,"Match","Male",1,"1, 1, 0, 1, 1, 1, 1, 1",1,"No Change","Behaviour Change",1,"Powder",1,1,0,1,1,1,1,1,"Match","Ketamine",6,"Match",1,9,"Other",1,"1, 1, 0, 1, 1, 1, 1, 1","Ketamine"
111,2019-07-12,4828,0,"1",NA,1,0,1,1,1,1,1,1,0,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",1,0,1,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"SB",4,NA,NA,NA,NA,NA,NA,NA,"no cut detected","1","-",0,"-",1,1,1,1,1,1,1,0,"for a friend","1","SB","-",1,1,1,0,1,1,1,1,"Match","Male",1,"1, 1, 1, 0, 1, 1, 1, 1",1,"No Change","Behaviour Change",1,"Powder",1,1,1,1,1,1,1,0,"Match","Cocaine",6,"Match",1,9,"Other",1,"1, 1, 1, 0, 1, 1, 1, 1","Cocaine"
300,2019-07-12,4829,0,"1",NA,0,1,1,1,1,0,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,0,3,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"KB",1,NA,NA,NA,NA,NA,NA,NA,"-","0","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","KB","-",0,1,1,1,1,1,1,1,"Match","Female",1,"0, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Powder",0,1,1,1,1,1,1,1,"Match","MDMA",8,"Match",4,6,"No Change",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
299,2019-07-12,4830,0,"1",NA,0,1,1,1,1,1,1,1,1,1,0,1,1,NA,1,1,0,1,1,1,1,NA,NA,0,0,3,1,1,NA,"Offsite",3,"-",0,"-",3,1,"-",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","KB","-",1,1,1,1,1,0,1,1,"Match","Female",0,"1, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Blotter",1,1,1,1,1,1,1,1,"Match","LSD",8,"No Match",4,1,"No Change",1,"1, 1, 1, 1, 1, 0, 1, 1","LSD"
285,2019-07-12,4831,0,"1",NA,0,1,1,1,1,0,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,1,NA,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"JE",7,NA,NA,NA,"2C-B",NA,NA,NA,"-","0","mixed up pills; expected MDMA got 2C-B",0,"coil bound the drug info sheets & bring scale",1,1,1,1,1,1,1,0,"tell dealer","1","ST","mixed up capsules",1,1,1,1,1,1,1,0,"No Match","Female",1,"1, 1, 1, 1, 1, 1, 1, 0",1,"No Change","Behaviour Change",1,"Powder",1,1,1,1,1,1,0,1,"No Match","Unknown",7,"No Match",8,2,"Other",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
281,2019-07-12,4832,0,"1",NA,0,1,1,1,1,1,1,1,1,1,1,1,0,"bouth and forgot what dealer said",1,1,1,1,1,1,0,"gel-cap, powder?","blue and white",1,0,NA,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"JE",7,NA,NA,NA,"2C-B",NA,NA,NA,"-","1","-",0,"-",1,1,1,1,1,1,1,0,"learn about it","1","ST","""high is like acid and m combined""; ek: number of friends not reported on paper form",1,1,1,1,1,1,1,0,"Match","Female",1,"1, 1, 1, 1, 1, 1, 1, 0",1,"No Change","Behaviour Change",1,"Other",1,1,1,1,1,1,0,1,"Match","Unknown",4,"Match",5,6,"Other",1,"1, 1, 1, 1, 1, 1, 1, 0","Unknown"
280,2019-07-12,4833,0,"1",NA,0,1,1,1,1,0,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,"pale pink",1,1,NA,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"JE",1,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",1,0,1,1,1,1,1,1,NA,"1","ST","ek: type of substance not reported on paper form; who participant is primarily testing for not reported on paper form",0,1,1,1,1,1,1,1,"Match","Female",1,"0, 1, 1, 1, 1, 1, 1, 1",1,"No Change","Behaviour Change",0,"Other",0,1,1,1,1,1,1,1,"Match","MDMA",4,"Match",5,2,"Take More",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
114,2019-07-12,4834,0,"1",NA,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,0,2,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"-",4,NA,NA,NA,NA,NA,NA,NA,"no cut detected","0","expecting a cut",1,"-",0,1,1,1,1,1,1,1,NA,"1","SB","-",1,1,1,0,1,1,1,1,"Match","Female",1,"1, 1, 1, 0, 1, 1, 1, 1",1,"No Change","No Change",1,"Powder",1,1,1,1,1,1,1,0,"Match","Cocaine",8,"Match",4,6,"No Change",1,"1, 1, 1, 0, 1, 1, 1, 1","Cocaine"
82,2019-07-12,4835,0,"0",1,0,1,1,1,1,0,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,0,2,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"KB",1,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","KB","-",0,1,1,1,1,1,1,1,"Match","Female",1,"0, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Powder",0,1,1,1,1,1,1,1,"Match","MDMA",8,"Match",4,4,"No Change",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
286,2019-07-12,4836,0,"1",0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,"Match","Female",0,"1, 1, 1, 1, 1, 1, 1, 1",0,"No Change","Behaviour Change",0,"Other",1,1,1,1,1,1,1,1,"Match",NA,4,"Match",5,2,"Unknown",0,"1, 1, 1, 1, 1, 1, 1, 1",NA
287,2019-07-12,4836,0,"1",NA,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,1,NA,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"JE",4,7,NA,NA,NA,"phenacetin",NA,NA,"cocaine: 72%; phenacetin: 28%","1","-",0,"-",0,1,1,1,1,1,1,1,NA,NA,"ST","first time taking cocaine; ek: discard question not recorded on paper form",1,1,1,0,1,1,1,0,"No Match","Female",2,"1, 1, 1, 0, 1, 1, 1, 0",1,"No Change","No Change",1,"Powder",1,1,1,1,1,1,1,0,"Match","Cocaine, Unknown",8,"Match",4,8,"No Change",1,"1, 1, 1, 0, 1, 1, 1, 1","Cocaine"
115,2019-07-12,4837,0,"0",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,NA,"white/pink",0,0,3,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"SB",1,NA,NA,NA,NA,NA,NA,NA,"no cut detected","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","SB","JD- if ""yes"" have you visited during the festival? Not filled out",0,1,1,1,1,1,1,1,"Match","Male",1,"0, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Crystal",0,1,1,1,1,1,1,1,"Match","MDMA",3,"Match",3,3,"No Change",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
288,2019-07-12,4838,0,"0",NA,0,1,1,1,1,0,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"whitish",0,0,3,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"JE",1,7,NA,NA,NA,"inositol",NA,NA,"-","1","-",0,"-",1,1,1,1,0,1,1,1,NA,"1","ST","ek: question re: repeated visits at festival not completed on paper form",0,1,1,1,1,1,1,0,"No Match","Female",2,"0, 1, 1, 1, 1, 1, 1, 0",1,"Harm Reduction","Behaviour Change",1,"Powder",0,1,1,1,1,1,1,1,"Match","MDMA, Unknown",7,"Match",8,2,"Friend",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
289,2019-07-12,4839,0,"0",NA,0,1,1,1,1,1,1,0,1,1,1,1,1,NA,1,0,1,1,1,1,1,NA,"white",0,0,5,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"JE",3,NA,NA,NA,NA,NA,NA,NA,"ek: FTIR test completed question not completed on paper form, since rest of section was completed ek selected ""Yes""","1","-",0,"M&M's to eat",0,1,1,1,0,1,1,1,NA,"1","ST","ek: question re: repeated visits not recorded on paper form",1,1,0,1,1,1,1,1,"Match","Female",1,"1, 1, 0, 1, 1, 1, 1, 1",2,"Harm Reduction","No Change",1,"Crystal",1,1,0,1,1,1,1,1,"Match","Ketamine",4,"Match",5,2,"Friend",1,"1, 1, 0, 1, 1, 1, 1, 1","Ketamine"
290,2019-07-12,4840,0,"1",NA,0,1,1,1,1,0,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,NA,"white",0,0,5,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"JE",1,NA,NA,NA,NA,NA,NA,NA,"-","0","pessimistic",0,"great job",0,1,1,1,0,1,1,1,NA,"1","ST","-",0,1,1,1,1,1,1,1,"Match","Female",1,"0, 1, 1, 1, 1, 1, 1, 1",2,"Harm Reduction","No Change",1,"Crystal",0,1,1,1,1,1,1,1,"Match","MDMA",4,"Match",5,6,"Friend",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
86,2019-07-12,4841,0,"1",NA,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,NA,"white",1,0,3,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"KB",2,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","KB","-",1,0,1,1,1,1,1,1,"No Match","Male",1,"1, 0, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Crystal",1,0,1,1,1,1,1,1,"No Match","MDA",6,"No Match",1,7,"No Change",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
276,2019-07-12,4842,0,"1",NA,0,1,1,1,1,1,0,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,0,1,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"JE",2,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",1,1,0,1,0,1,1,1,NA,NA,"ST","taking less because did not know MDA has less dose than MDMA; ek: discard question not completed on paper form",1,0,1,1,1,1,1,1,"Match","Female",1,"1, 0, 1, 1, 1, 1, 1, 1",2,"Harm Reduction","Behaviour Change",1,"Powder",1,0,1,1,1,1,1,1,"Match","MDA",7,"Match",8,6,"Friend",0,"1, 1, 1, 1, 1, 1, 1, 1",NA
460,2019-07-12,4843,0,"0",1,1,0,1,1,1,0,1,1,1,1,1,1,0,"possible sassafrass",0,0,1,1,1,1,1,NA,"brown",1,0,NA,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"SB",1,NA,NA,NA,NA,NA,NA,NA,"no cut detected","1","-",0,"do colour reagents as well, especially since people use them at home to get confirmation",0,1,1,1,1,1,1,1,NA,"1","SB","ek: number of friends not recorded on paper form",0,1,1,1,1,1,1,1,"No Match","Male",1,"0, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",2,"Powder",0,1,1,1,1,1,1,1,"No Match","MDMA",6,"Match",1,1,"No Change",3,"0, 0, 1, 1, 1, 1, 1, 0","MDMA, MDA, Unknown"
212,2019-07-12,4843,0,"0",1,1,0,1,1,1,0,1,1,1,1,1,1,0,"sasafrass",0,1,1,1,1,1,1,NA,"brown",1,0,NA,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"SB",1,NA,NA,NA,NA,NA,NA,NA,"no cut detected","1","-",0,"Do colour reagents as well, especially since people use them at home to get confirmation",0,1,1,1,1,1,1,1,NA,"1","SB","ek: number of friends not recorded on paper form",0,1,1,1,1,1,1,1,"No Match","Male",1,"0, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Powder",0,1,1,1,1,1,1,1,"No Match","MDMA",6,"Match",1,1,"No Change",3,"0, 0, 1, 1, 1, 1, 1, 0","MDMA, MDA, Unknown"
275,2019-07-12,4844,0,"1",NA,0,1,1,1,1,1,1,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,"paper","multi",0,0,1,1,1,NA,"Onsite",3,"-",0,"-",3,1,"-",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-",0,"anything else on blotter",0,1,1,1,1,1,1,1,NA,"1","ST","-",1,1,1,1,1,0,1,1,"Match","Female",0,"1, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Other",1,1,1,1,1,1,1,1,"Match","LSD",8,"No Match",4,2,"No Change",1,"1, 1, 1, 1, 1, 0, 1, 1","LSD"
211,2019-07-12,4845,0,"0",1,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,0,2,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"SB",4,NA,NA,NA,NA,NA,NA,NA,"no cut detected","0","expected a cut",0,"-",0,1,1,1,1,1,1,1,NA,"1","SB","-",1,1,1,0,1,1,1,1,"Match","Female",1,"1, 1, 1, 0, 1, 1, 1, 1",1,"No Change","No Change",1,"Powder",1,1,1,1,1,1,1,0,"Match","Cocaine",8,"Match",4,6,"No Change",1,"1, 1, 1, 0, 1, 1, 1, 1","Cocaine"
308,2019-07-12,4846,0,"0",1,0,1,1,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,0,2,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"SB",3,NA,NA,NA,NA,NA,NA,NA,"no cut detected","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","SB","-",1,1,0,1,1,1,1,1,"Match","Female",1,"1, 1, 0, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Powder",1,1,0,1,1,1,1,1,"Match","Ketamine",8,"Match",4,4,"No Change",1,"1, 1, 0, 1, 1, 1, 1, 1","Ketamine"
307,2019-07-12,4847,0,"0",1,0,1,1,1,1,0,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,NA,"white",0,0,2,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"SB",1,7,NA,NA,NA,"mannitol",NA,NA,"66% MDMA; 33% mannitol","0","weren't expecting cut",0,"-",0,0,1,1,1,1,1,1,NA,"1","SB","-",0,1,1,1,1,1,1,0,"No Match","Female",2,"0, 1, 1, 1, 1, 1, 1, 0",2,"No Change","No Change",1,"Powder",0,1,1,1,1,1,1,1,"Match","MDMA, Unknown",8,"Match",4,6,"Take More",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
331,2019-07-12,4848,0,"0",1,1,0,1,1,1,1,1,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,"paper","purple",0,1,NA,1,1,NA,"Offsite",3,"-",0,"-",3,1,"-",1,"KM",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","MU","-",1,1,1,1,1,0,1,1,"Match","Male",0,"1, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Other",1,1,1,1,1,1,1,1,"Match","LSD",3,"No Match",3,3,"No Change",1,"1, 1, 1, 1, 1, 0, 1, 1","LSD"
324,2019-07-12,4849,0,"1",NA,0,1,1,1,1,0,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,NA,"white",0,0,6,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"CS",1,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","ML","-",0,1,1,1,1,1,1,1,"Match","Female",1,"0, 1, 1, 1, 1, 1, 1, 1",1,"No Change","No Change",1,"Crystal",0,1,1,1,1,1,1,1,"Match","MDMA",8,"Match",4,2,"No Change",2,"0, 0, 1, 1, 1, 1, 1, 1","MDMA, MDA"
386,2019-07-12,4850,0,"1",NA,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,1,0,1,1,1,1,1,NA,"white",0,0,6,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"ST",4,NA,NA,NA,NA,NA,NA,NA,"-","0","that is not cut",0,"-",0,1,1,1,1,1,1,1,NA,NA,NA,"ek: discarding question and initials of harm reduction volunteer not recorded on paper form",1,1,1,0,1,1,1,1,"Match","Female",1,"1, 1, 1, 0, 1, 1, 1, 1",1,"No Change","No Change",1,"Crystal",1,1,1,1,1,1,1,0,"Match","Cocaine",8,"Match",4,6,"No Change",1,"1, 1, 1, 0, 1, 1, 1, 1","Cocaine"
96,2019-07-12,4851,0,"1",NA,0,1,1,1,1,1,1,1,1,1,1,1,0,"viagra or unknown blue pill",1,1,1,0,1,1,1,NA,"blue",0,1,NA,1,1,NA,"Onsite",3,"-",3,"-",3,1,"-",0,"KB",7,NA,NA,NA,"asprin",NA,NA,NA,"-",NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,"KB","JD - none of the above fields filled in as client left - issues with FTIR",1,1,1,1,1,1,1,0,"Match","Female",1,"1, 1, 1, 1, 1, 1, 1, 0",0,"No Change","Behaviour Change",1,"PressTab",1,1,1,1,1,1,0,1,"Match","Unknown",4,"Match",5,2,"Unknown",1,"1, 1, 1, 1, 1, 1, 1, 0","Unknown"
270,2019-07-12,4852,0,"0",1,1,0,1,1,1,1,1,1,1,1,1,0,1,NA,1,1,1,0,1,1,1,NA,"ice press (white)",0,1,NA,1,1,NA,"Offsite",1,"-",3,"-",3,1,"-",0,"JE",7,7,5,NA,"caffeine","microcrystalline cellulose",NA,NA,"-","1","-",0,"-",1,1,1,1,1,1,1,0,"wasn't planning on consuming","1","ST","-",1,1,1,1,0,1,1,0,"No Match","Male",2,"1, 1, 1, 1, 0, 1, 1, 0",1,"No Change","Behaviour Change",1,"PressTab",1,1,1,1,1,1,0,1,"No Match","Methamphetamine, Unknown",1,"Match",7,9,"Other",1,"1, 1, 1, 1, 1, 1, 0, 1","Other"
269,2019-07-12,4853,0,"0",1,1,0,1,1,1,1,1,1,1,0,1,1,1,NA,1,0,1,1,1,1,1,NA,"clear",0,1,NA,1,1,NA,"Ground",3,"-",3,"-",3,1,"-",0,"JE",5,NA,NA,NA,NA,NA,NA,NA,"-","1","-",0,"-",1,1,1,1,1,1,1,0,"never planning on using it","1","ST","client does not plan on using; just testing for fun",1,1,1,1,0,1,1,1,"Match","Male",1,"1, 1, 1, 1, 0, 1, 1, 1",1,"No Change","Behaviour Change",1,"Crystal",1,1,1,0,1,1,1,1,"Match","Methamphetamine",6,"Match",1,7,"Other",1,"1, 1, 1, 1, 0, 1, 1, 1","Methamphetamine"
268,2019-07-12,4854,0,"0",1,1,0,1,1,1,1,1,1,1,1,1,1,0,"4-ACO-DMT",1,0,1,1,1,1,1,NA,"black-brown",0,1,NA,1,1,NA,"Offsite",3,"-",3,"-",3,3,"-",0,"JE",8,NA,NA,NA,NA,NA,NA,NA,"no library match","1","-",0,"-",1,1,1,1,1,1,1,0,"not taking it","1","ST","-",1,1,1,1,1,1,0,1,"No Match","Male",1,"1, 1, 1, 1, 1, 1, 0, 1",1,"No Change","Behaviour Change",1,"Crystal",1,1,1,1,1,0,1,1,"No Match","Other",1,"Match",7,9,"Other",1,"1, 1, 1, 1, 1, 1, 1, 0","Unknown"
209,2019-07-12,4855,0,"1",NA,0,1,1,1,1,1,0,1,1,1,1,1,1,NA,1,1,1,0,1,1,1,NA,"white, lightening bolt",0,0,1,1,1,NA,"Offsite",3,"-",3,"-",3,1,"-",0,"SB",2,7,NA,NA,NA,"caffeine",NA,NA,"-","1","-",0,"-",0,1,1,1,1,1,1,1,NA,"1","SB","-",1,0,1,1,1,1,1,0,"No Match","Female",2,"1, 0, 1, 1, 1, 1, 1, 0",1,"No Change","No Change",1,"PressTab",1,0,1,1,1,1,1,1,"Match","MDA, Unknown",8,"Match",4,2,"No Change",0,"1, 1, 1, 1, 1, 1, 1, 1",NA
