UniqueKey,Date_Test,TesterInitial,Bck_Consent,Bck_UsedService,Bck_Test_Self,Bck_Test_Friends,Bck_Test_Others,Bck_Test_Unk,Bck_Gender,Bck_SubstanceType,Bck_Description,Bck_Sub_Onsite,Bck_Sub_Offsite,Bck_Sub_GroundFind,Bck_Sub_Medical,Bck_Sub_Security,Bck_Sub_Online,Bck_Belief,Bck_Belief_Other,Raman_Consent,Raman_Result_1,Raman_Result_1_clean,Raman_Result_1_Other,Raman_Result_1_Other_clean,Raman_Result_2,Raman_Result_2_clean,Raman_Result_2_Other,Raman_Result_2_Other_clean,Raman_Result_3,Raman_Result_3_clean,Raman_Result_3_Other,Raman_Result_3_Other_clean,Raman_Result_4,Raman_Result_4_clean,Raman_Result_4_Other,Raman_Result_4_Other_clean,MachineCode,Howmany,Fentanyl_Conset,FTIR,Raman,Comments,Positive,Negative,UniqueCode,Color_Consent,Color_Result,Color_Result_2C,Color_Result_Other,Discard_YesMass_Before,Wereyousurprisedbythisresult,Areyousatisfiedwiththedrugcheckingprocess,Basedontheresultwhatwillyoudowithyourdrug,Mass_Comments,Data Entry
240,2017-08-10,AQ,0,,Yes,No,No,No,,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,2973,No,,,,1,1,0,0,,Haley
241,2017-08-10,AQ,0,2,Yes,No,No,No,0,0,,No,No,No,No,No,No,2,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,No,2972,No,,,,1,1,0,0,,Haley
242,2017-08-10,AQ,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,No,2415,No,,,,1,1,0,0,,Haley
243,2017-08-10,AQ,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,No,2414,No,,,,1,1,0,0,,Haley
244,2017-08-10,AQ,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,2410,No,,,,1,1,0,0,,Haley
245,2017-08-10,AQ,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,0,,Yes,17,query,,,,,,,,,,,,,,,1,,Yes,Yes,No,burperine,No,Yes,2399,No,,,,1,1,0,0,,Haley
246,2017-08-10,AQ,0,2,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,No,Yes,No,,No,No,2394,No,,,,1,1,0,0,,Haley
247,2017-08-10,AQ,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,,No,Yes,No,,No,No,2425,No,,,,1,1,0,0,,Haley
248,2017-08-10,AQ,0,2,Yes,No,No,No,0,6,,Yes,No,No,No,No,No,11,,Yes,7,OTHER,,,,,,,,,,,,,,,1,,No,Yes,No,plain flour. sodium bicrate,No,No,2430,No,,,,1,1,0,7,,Haley
249,2017-08-10,AQ,0,2,Yes,No,No,No,0,2,,Yes,No,No,No,No,No,0,,Yes,18,query,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,No,2429,No,,,,1,1,0,7,,Haley
250,2017-08-10,AQ,0,2,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,,,,,,,,,,,1,,Yes,Yes,No,phanaciden,No,Yes,4277,No,,,,1,0,0,0,,Haley
251,2017-08-10,AQ,0,2,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,8,NO MATCH,,,,,,,,,,,1,,Yes,Yes,No,very low 8,No,Yes,4230,No,,,,1,1,0,0,,Haley
252,2017-08-10,AQ,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,No,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4231,No,,,,1,1,0,0,,Haley
253,2017-08-10,AQ,0,2,No,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4247,No,,,,1,1,0,3,,Haley
254,2017-08-10,AQ,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,,No,Yes,No,,No,No,4232,No,,,,1,0,0,0,,Haley
255,2017-08-10,AQ,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4067,No,,,,1,1,0,0,,Haley
256,2017-08-10,AQ,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,2,MDA,,,,,,,,,,,1,,Yes,Yes,No,,Yes,No,2934,No,,,,1,0,0,0,,Haley
257,2017-08-10,AQ,0,0,Yes,No,No,No,0,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,7,OTHER,,,,,,,,,,,1,,Yes,Yes,No,safarol,No,Yes,2956,No,,,,1,1,0,0,,Haley
258,2017-08-10,AQ,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,8,NO MATCH,,,,,,,,,,,1,,Yes,Yes,No,inositol,No,Yes,2944,No,,,,1,1,0,0,,Haley
259,2017-08-10,AQ,0,2,Yes,No,No,No,1,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,2939,No,,,,1,1,0,0,,Haley
260,2017-08-10,AQ,0,0,Yes,No,No,No,0,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,2957,No,,,,1,1,0,0,,Haley
261,2017-08-10,AQ,0,0,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,No,1,MDMA,,,,,,,,,,,,,,,,,No,No,No,,No,No,2962,No,,,,1,1,0,0,,Haley
262,2017-08-10,AQ,0,2,No,No,Yes,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,2387,No,,,,1,0,0,7,,Haley
263,2017-08-10,JE,0,2,Yes,No,No,No,0,1,,No,Yes,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,2493,No,,,,1,1,0,0,,Haley
264,2017-08-07,KL,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,3189,No,,,,1,1,0,0,,Haley
265,2017-08-07,JE,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,3188,No,,,,1,1,0,0,,Haley
266,2017-08-07,KG,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,3371,No,,,,1,1,0,0,,Haley
267,2017-08-07,CB,0,1,Yes,Yes,No,No,0,5,,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3624,Yes,0,,,1,1,0,0,,Haley
268,2017-08-07,AQ,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,2,MDA,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,3381,No,,,,1,1,0,0,,Haley
269,2017-08-07,CB,0,2,Yes,No,No,No,1,3,,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3717,Yes,0,,,1,1,0,0,,Haley
270,2017-08-07,CB,0,0,Yes,Yes,No,No,0,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3384,Yes,0,,,1,1,0,0,,Haley
271,2017-08-07,CB,0,2,Yes,Yes,No,No,0,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3385,Yes,0,,,1,1,0,0,,Haley
272,2017-08-07,CB,0,2,Yes,No,No,No,0,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3374,No,0,,,1,1,0,0,,Haley
273,2017-08-07,CB,0,0,Yes,Yes,No,No,1,3,,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3179,Yes,11,,,1,1,0,7,took substance out of tent -reagent produced no reaction,Haley
274,2017-08-06,JA,0,0,No,Yes,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,20,Yes,Yes,No,,No,Yes,3626,No,,,,1,1,0,0,,Haley
275,2017-08-09,AQ,0,0,Yes,No,No,No,0,1,,No,Yes,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1622,No,,,,1,1,0,0,,Haley
276,2017-08-09,KM,0,0,Yes,No,No,No,0,0,,No,No,Yes,No,No,No,11,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1668,No,,,,,1,0,7,,Haley
277,2017-08-09,FB,0,2,No,No,Yes,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1773,No,,,,1,1,0,0,,Haley
278,2017-08-09,FB,0,2,Yes,No,No,No,0,0,,Yes,No,Yes,No,No,No,11,,Yes,3,COCAINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1491,No,,,,1,1,0,5,,Haley
279,2017-08-09,FB,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1334,No,,,,1,1,0,7,,Haley
280,2017-08-09,LR,0,0,Yes,No,No,No,0,0,,No,No,Yes,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1533,No,,,,1,0,0,0,,Haley
281,2017-08-09,LR,0,0,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1482,No,,,,1,1,0,0,,Haley
282,2017-08-09,LR,0,2,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1623,No,,,,1,1,0,0,,Haley
283,2017-08-09,LR,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,No,Yes,No,,No,No,1494,No,,,,1,1,0,0,,Haley
284,2017-08-09,LR,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1495,No,,,,1,1,0,0,,Haley
285,2017-08-09,LR,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1625,No,,,,1,1,0,0,,Haley
286,2017-08-07,JR,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1490,No,,,,1,1,0,0,,Haley
287,2017-08-09,JE,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,3639,No,,,,1,1,0,2,,Haley
288,2017-08-09,KL,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1496,No,,,,1,1,0,0,,Haley
289,2017-08-09,KL,0,2,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1497,No,,,,1,1,0,0,,Haley
290,2017-08-09,M,0,0,No,Yes,No,No,0,6,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1493,No,,,,1,1,0,5,,Haley
291,2017-08-09,CB,0,0,Yes,No,No,No,0,3,,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1326,No,,,,1,1,0,0,lsd dip stick + result lsd,Haley
292,2017-08-10,CS,0,0,Yes,Yes,No,No,0,2,,No,Yes,No,No,No,No,6,,Yes,8,NO MATCH,,,,,,,,,,,,,,,3,,Yes,Yes,No,sending to colorimetric,No,Yes,4170,Yes,6,2CB,,1,1,0,0,,Haley
293,2017-08-10,CB,0,0,Yes,Yes,No,No,1,3,,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3595,No,,,,1,0,0,7,tested with lsd dipstick + test for both,Haley
294,2017-08-09,M,0,2,No,Yes,No,No,1,2,,No,Yes,No,No,No,No,0,,Yes,8,NO MATCH,,,,,,,,,,,,,,,3,,Yes,Yes,No,sending to colorimetric,No,Yes,4131,Yes,1,,,0,1,0,4,,Haley
295,2017-08-09,KM,0,2,Yes,No,No,No,1,3,,No,Yes,No,No,No,No,1,,Yes,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1518,No,,,,,1,0,0,,Haley
296,2017-08-09,CB,0,2,No,Yes,No,No,0,2,,Yes,No,No,No,No,No,1,,Yes,,,,,,,,,,,,,,,,,,,Yes,No,No,,No,No,1819,Yes,,,,1,1,0,2,,Haley
297,2017-08-09,CB,0,2,Yes,No,No,No,1,3,,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3600,Yes,0,,,1,1,1,0,,Haley
298,2017-08-09,,0,2,Yes,No,No,No,0,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1754,Yes,,,,,,,,,Haley
299,2017-08-09,CB,0,0,Yes,No,No,No,0,2,,No,Yes,No,No,No,No,6,,Yes,7,OTHER,SUCROSE,CARBOHYDRATES,8,NO MATCH,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1795,Yes,6,2CB,,1,1,0,0,,Haley
300,2017-08-09,CB,0,0,Yes,No,No,No,1,3,,Yes,No,No,No,No,No,11,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1806,Yes,0,,,1,1,0,0,,Haley
301,2017-08-09,TT,0,0,Yes,Yes,No,No,1,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,1,No,No,No,,No,No,3657,Yes,0,,,1,1,0,0,,Haley
302,2017-08-09,CB,0,0,Yes,No,No,No,0,3,,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1800,Yes,0,,,1,1,0,0,,Haley
303,2017-08-09,CB,0,0,Yes,Yes,No,No,0,3,,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,1,No,No,No,,No,No,1808,Yes,0,,,1,0,0,2,,Haley
304,2017-08-09,CB,0,0,Yes,Yes,No,No,1,2,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1761,Yes,0,,,1,1,0,0,,Haley
305,2017-08-09,JS,0,0,Yes,Yes,No,No,0,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,3,No,No,No,,No,No,3672,Yes,0,,,1,1,0,0,,Haley
306,2017-08-09,TT,0,2,Yes,Yes,No,No,1,3,,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,4,No,No,No,,No,No,3662,Yes,0,,,1,1,0,0,,Haley
307,2017-08-09,JR,0,0,Yes,No,No,No,0,0,,Yes,No,Yes,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1489,Yes,,,,1,1,0,0,,Haley
308,2017-08-09,KM,0,2,Yes,No,No,No,0,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1492,No,,,,1,1,0,2,,Haley
309,2017-08-09,KM,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1333,No,,,,1,1,0,0,,Haley
310,2017-08-09,KM,0,2,Yes,Yes,No,No,1,,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1332,No,,,,1,1,0,0,,Haley
311,2017-08-09,LR,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1352,No,,,,1,1,0,0,,Haley
312,2017-08-09,LR,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1353,No,,,,1,1,0,0,,Haley
313,2017-08-09,LR,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1485,Yes,,,,1,1,0,0,,Haley
314,2017-08-10,LR,0,2,Yes,No,Yes,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,2,Yes,Yes,No,,No,Yes,1530,No,,,,1,1,0,0,,Haley
315,2017-08-08,LR,0,2,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,2,MDA,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1531,No,,,,1,1,0,0,,Haley
316,2017-08-09,FB,0,,No,Yes,No,No,0,1,,Yes,No,No,No,No,No,10,,Yes,1,MDMA,,,7,OTHER,SUCROSE,CARBOHYDRATES,,,,,,,,,1,,Yes,Yes,No,,No,No,1532,No,,,,1,1,0,5,,Haley
317,2017-08-09,KL,0,0,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,2,Yes,Yes,No,,No,Yes,1488,No,,,,1,1,0,0,,Haley
318,2017-08-09,KL,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1528,No,,,,1,1,0,2,,Haley
319,2017-08-09,JE,1,2,Yes,Yes,No,No,0,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1361,No,,,,1,1,0,0,,Haley
320,2017-08-09,FB,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1356,No,,,,1,1,0,3,,Haley
321,2017-08-09,FB,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,8,NO MATCH,,,,,,,,,,,1,,Yes,Yes,No,so else in there but not identifyable,No,Yes,1486,No,,,,1,1,0,2,,Haley
322,2017-08-09,FB,0,0,Yes,No,No,No,0,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1487,No,,,,1,1,0,0,,Haley
323,2017-08-09,FB,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1357,No,,,,1,1,0,0,,Haley
324,2017-08-09,FB,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1529,No,,,,1,1,0,0,,Haley
325,2017-08-09,FB,0,2,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1314,No,,,,1,1,0,0,,Haley
326,2017-08-09,KL,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,Yes,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1327,No,,,,1,1,0,0,,Haley
327,2017-08-09,JE,0,2,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1355,No,,,,1,1,0,0,,Haley
328,2017-08-09,JE,0,0,Yes,Yes,No,No,0,,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,10,Yes,Yes,No,,No,Yes,1315,No,,,,1,1,0,0,,Haley
329,2017-08-09,AS,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,1527,No,,,,1,1,0,0,,Haley
330,2017-08-09,AQ,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,1313,No,,,,1,1,0,2,,Haley
331,2017-08-09,CB,0,2,Yes,No,No,No,1,2,,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1298,Yes,0,,,1,0,0,0,,Haley
332,2017-08-09,LR,0,2,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1316,No,,,,1,1,0,0,,Haley
333,2017-08-10,LR,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,7,OTHER,CAFFEINE,CAFFEINE,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1296,No,,,,,,,,blank,Haley
334,2017-08-10,LR,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,No,3588,No,,,,1,1,0,0,,Haley
335,2017-08-09,LR,0,1,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,11,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1299,No,,,,,,,,blank,Haley
336,2017-08-09,LR,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1301,No,,,,1,1,0,0,,Haley
337,2017-08-09,LR,0,2,Yes,No,No,No,0,0,,No,No,Yes,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1329,No,,,,1,1,0,0,,Haley
338,2017-08-10,LR,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1331,No,,,,1,1,0,0,,Haley
339,2017-08-10,LR,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1330,No,,,,1,1,0,0,,Haley
340,2017-08-09,KL,0,0,Yes,Yes,No,No,0,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4161,No,,,,1,1,0,0,,Haley
341,2017-08-09,KL,0,0,Yes,Yes,No,No,0,0,,No,Yes,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4169,No,,,,1,1,0,0,,Haley
342,2017-08-09,KL,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1324,No,,,,1,1,0,0,,Haley
343,2017-08-09,KL,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,No,1323,No,,,,1,1,0,0,,Haley
344,2017-08-09,JE,0,2,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1306,No,,,,1,1,0,1,,Haley
345,2017-08-09,JE,0,2,Yes,No,No,No,0,0,,No,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1308,No,,,,1,1,0,0,,Haley
346,2017-08-09,FB,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4191,No,,,,1,0,0,7,,Haley
347,2017-08-09,FB,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1320,No,,,,1,0,0,7,,Haley
348,2017-08-09,FB,0,1,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1318,No,,,,1,1,0,0,,Haley
349,2017-08-09,FB,0,0,Yes,Yes,No,No,0,0,,No,Yes,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1294,No,,,,1,1,0,0,,Haley
350,2017-08-09,FB,0,0,Yes,Yes,No,No,0,,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1295,No,,,,1,1,0,0,,Haley
351,2017-08-09,FB,0,0,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4167,No,,,,1,1,0,0,,Haley
352,2017-08-09,CK,0,2,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1304,No,,,,1,1,0,4,,Haley
353,2017-08-09,FB,0,0,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,No,1305,No,,,,1,1,0,0,,Haley
354,2017-08-09,FB,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,1328,No,,,,1,0,0,1,,Haley
355,2017-08-10,KM,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1317,No,,,,1,0,0,2,,Haley
356,2017-08-09,KM,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1297,No,,,,1,0,0,0,,Haley
